filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
sample_1.jpg,48054,{},19,3,"{""name"": ""polygon"", ""all_points_x"": [406, 456, 456, 406], ""all_points_y"": [178, 178, 228, 228]}","{""name"": ""hash_3""}"
sample_1.jpg,48054,{},19,4,"{""name"": ""polygon"", ""all_points_x"": [135, 185, 185, 135], ""all_points_y"": [252, 252, 302, 302]}","{""name"": ""hash_4""}"
sample_1.jpg,48054,{},19,5,"{""name"": ""polygon"", ""all_points_x"": [446, 496, 496, 446], ""all_points_y"": [84, 84, 134, 134]}","{""name"": ""hash_5""}"
sample_1.jpg,48054,{},19,6,"{""name"": ""polygon"", ""all_points_x"": [107, 157, 157, 107], ""all_points_y"": [76, 76, 126, 126]}","{""name"": ""hash_6""}"
sample_1.jpg,48054,{},19,7,"{""name"": ""polygon"", ""all_points_x"": [304, 354, 354, 304], ""all_points_y"": [83, 83, 133, 133]}","{""name"": ""hash_7""}"
sample_1.jpg,48054,{},19,8,"{""name"": ""polygon"", ""all_points_x"": [22, 72, 72, 22], ""all_points_y"": [461, 461, 511, 511]}","{""name"": ""hash_9""}"
sample_1.jpg,48054,{},19,9,"{""name"": ""polygon"", ""all_points_x"": [361, 411, 411, 361], ""all_points_y"": [420, 420, 470, 470]}","{""name"": ""hash_12""}"
sample_1.jpg,48054,{},19,10,"{""name"": ""polygon"", ""all_points_x"": [201, 251, 251, 201], ""all_points_y"": [164, 164, 214, 214]}","{""name"": ""hash_13""}"
sample_1.jpg,48054,{},19,11,"{""name"": ""polygon"", ""all_points_x"": [323, 373, 373, 323], ""all_points_y"": [255, 255, 305, 305]}","{""name"": ""hash_16""}"
sample_1.jpg,48054,{},19,12,"{""name"": ""polygon"", ""all_points_x"": [291, 341, 341, 291], ""all_points_y"": [1, 1, 51, 51]}","{""name"": ""hash_17""}"
sample_1.jpg,48054,{},19,13,"{""name"": ""polygon"", ""all_points_x"": [6, 56, 56, 6], ""all_points_y"": [44, 44, 94, 94]}","{""name"": ""hash_0""}"
sample_1.jpg,48054,{},19,14,"{""name"": ""polygon"", ""all_points_x"": [443, 493, 493, 443], ""all_points_y"": [256, 256, 306, 306]}","{""name"": ""hash_3""}"
sample_1.jpg,48054,{},19,15,"{""name"": ""polygon"", ""all_points_x"": [50, 100, 100, 50], ""all_points_y"": [240, 240, 290, 290]}","{""name"": ""hash_4""}"
sample_1.jpg,48054,{},19,16,"{""name"": ""polygon"", ""all_points_x"": [323, 373, 373, 323], ""all_points_y"": [170, 170, 220, 220]}","{""name"": ""hash_3""}"
sample_1.jpg,48054,{},19,17,"{""name"": ""polygon"", ""all_points_x"": [1, 51, 51, 1], ""all_points_y"": [151, 151, 201, 201]}","{""name"": ""hash_18""}"
sample_2.jpg,46447,{},19,0,"{""name"": ""polygon"", ""all_points_x"": [42, 92, 92, 42], ""all_points_y"": [201, 201, 251, 251]}","{""name"": ""hash_0""}"
sample_2.jpg,46447,{},19,1,"{""name"": ""polygon"", ""all_points_x"": [296, 346, 346, 296], ""all_points_y"": [336, 336, 386, 386]}","{""name"": ""hash_1""}"
sample_2.jpg,46447,{},19,2,"{""name"": ""polygon"", ""all_points_x"": [89, 139, 139, 89], ""all_points_y"": [395, 395, 445, 445]}","{""name"": ""hash_2""}"
sample_2.jpg,46447,{},19,3,"{""name"": ""polygon"", ""all_points_x"": [221, 271, 271, 221], ""all_points_y"": [327, 327, 377, 377]}","{""name"": ""hash_5""}"
sample_2.jpg,46447,{},19,4,"{""name"": ""polygon"", ""all_points_x"": [419, 469, 469, 419], ""all_points_y"": [213, 213, 263, 263]}","{""name"": ""hash_7""}"
sample_2.jpg,46447,{},19,5,"{""name"": ""polygon"", ""all_points_x"": [461, 511, 511, 461], ""all_points_y"": [42, 42, 92, 92]}","{""name"": ""hash_11""}"
sample_2.jpg,46447,{},19,6,"{""name"": ""polygon"", ""all_points_x"": [160, 210, 210, 160], ""all_points_y"": [36, 36, 86, 86]}","{""name"": ""hash_13""}"
sample_2.jpg,46447,{},19,7,"{""name"": ""polygon"", ""all_points_x"": [248, 298, 298, 248], ""all_points_y"": [219, 219, 269, 269]}","{""name"": ""hash_16""}"
sample_2.jpg,46447,{},19,8,"{""name"": ""polygon"", ""all_points_x"": [341, 391, 391, 341], ""all_points_y"": [240, 240, 290, 290]}","{""name"": ""hash_17""}"
sample_2.jpg,46447,{},19,9,"{""name"": ""polygon"", ""all_points_x"": [218, 268, 268, 218], ""all_points_y"": [441, 441, 491, 491]}","{""name"": ""hash_0""}"
sample_2.jpg,46447,{},19,10,"{""name"": ""polygon"", ""all_points_x"": [418, 468, 468, 418], ""all_points_y"": [298, 298, 348, 348]}","{""name"": ""hash_2""}"
sample_2.jpg,46447,{},19,11,"{""name"": ""polygon"", ""all_points_x"": [2, 52, 52, 2], ""all_points_y"": [426, 426, 476, 476]}","{""name"": ""hash_3""}"
sample_2.jpg,46447,{},19,12,"{""name"": ""polygon"", ""all_points_x"": [18, 68, 68, 18], ""all_points_y"": [294, 294, 344, 344]}","{""name"": ""hash_8""}"
sample_2.jpg,46447,{},19,13,"{""name"": ""polygon"", ""all_points_x"": [257, 307, 307, 257], ""all_points_y"": [128, 128, 178, 178]}","{""name"": ""hash_10""}"
sample_2.jpg,46447,{},19,14,"{""name"": ""polygon"", ""all_points_x"": [362, 412, 412, 362], ""all_points_y"": [128, 128, 178, 178]}","{""name"": ""hash_11""}"
sample_2.jpg,46447,{},19,15,"{""name"": ""polygon"", ""all_points_x"": [428, 478, 478, 428], ""all_points_y"": [407, 407, 457, 457]}","{""name"": ""hash_12""}"
sample_2.jpg,46447,{},19,16,"{""name"": ""polygon"", ""all_points_x"": [118, 168, 168, 118], ""all_points_y"": [309, 309, 359, 359]}","{""name"": ""hash_1""}"
sample_2.jpg,46447,{},19,17,"{""name"": ""polygon"", ""all_points_x"": [7, 57, 57, 7], ""all_points_y"": [31, 31, 81, 81]}","{""name"": ""hash_10""}"
sample_3.jpg,48945,{},19,0,"{""name"": ""polygon"", ""all_points_x"": [201, 251, 251, 201], ""all_points_y"": [117, 117, 167, 167]}","{""name"": ""hash_0""}"
sample_3.jpg,48945,{},19,1,"{""name"": ""polygon"", ""all_points_x"": [134, 184, 184, 134], ""all_points_y"": [319, 319, 369, 369]}","{""name"": ""hash_1""}"
sample_3.jpg,48945,{},19,2,"{""name"": ""polygon"", ""all_points_x"": [99, 149, 149, 99], ""all_points_y"": [161, 161, 211, 211]}","{""name"": ""hash_2""}"
sample_3.jpg,48945,{},19,3,"{""name"": ""polygon"", ""all_points_x"": [424, 474, 474, 424], ""all_points_y"": [6, 6, 56, 56]}","{""name"": ""hash_3""}"
sample_3.jpg,48945,{},19,4,"{""name"": ""polygon"", ""all_points_x"": [244, 294, 294, 244], ""all_points_y"": [37, 37, 87, 87]}","{""name"": ""hash_6""}"
sample_3.jpg,48945,{},19,5,"{""name"": ""polygon"", ""all_points_x"": [330, 380, 380, 330], ""all_points_y"": [402, 402, 452, 452]}","{""name"": ""hash_7""}"
sample_3.jpg,48945,{},19,6,"{""name"": ""polygon"", ""all_points_x"": [270, 320, 320, 270], ""all_points_y"": [269, 269, 319, 319]}","{""name"": ""hash_8""}"
sample_3.jpg,48945,{},19,7,"{""name"": ""polygon"", ""all_points_x"": [421, 471, 471, 421], ""all_points_y"": [391, 391, 441, 441]}","{""name"": ""hash_10""}"
sample_3.jpg,48945,{},19,8,"{""name"": ""polygon"", ""all_points_x"": [102, 152, 152, 102], ""all_points_y"": [0, 0, 50, 50]}","{""name"": ""hash_15""}"
sample_3.jpg,48945,{},19,9,"{""name"": ""polygon"", ""all_points_x"": [15, 65, 65, 15], ""all_points_y"": [102, 102, 152, 152]}","{""name"": ""hash_1""}"
sample_3.jpg,48945,{},19,10,"{""name"": ""polygon"", ""all_points_x"": [9, 59, 59, 9], ""all_points_y"": [367, 367, 417, 417]}","{""name"": ""hash_5""}"
sample_3.jpg,48945,{},19,11,"{""name"": ""polygon"", ""all_points_x"": [430, 480, 480, 430], ""all_points_y"": [238, 238, 288, 288]}","{""name"": ""hash_8""}"
sample_3.jpg,48945,{},19,12,"{""name"": ""polygon"", ""all_points_x"": [349, 399, 399, 349], ""all_points_y"": [116, 116, 166, 166]}","{""name"": ""hash_10""}"
sample_3.jpg,48945,{},19,13,"{""name"": ""polygon"", ""all_points_x"": [127, 177, 177, 127], ""all_points_y"": [440, 440, 490, 490]}","{""name"": ""hash_14""}"
sample_3.jpg,48945,{},19,14,"{""name"": ""polygon"", ""all_points_x"": [223, 273, 273, 223], ""all_points_y"": [429, 429, 479, 479]}","{""name"": ""hash_16""}"
sample_3.jpg,48945,{},19,15,"{""name"": ""polygon"", ""all_points_x"": [55, 105, 105, 55], ""all_points_y"": [263, 263, 313, 313]}","{""name"": ""hash_19""}"
sample_3.jpg,48945,{},19,16,"{""name"": ""polygon"", ""all_points_x"": [441, 491, 491, 441], ""all_points_y"": [110, 110, 160, 160]}","{""name"": ""hash_7""}"
sample_3.jpg,48945,{},19,17,"{""name"": ""polygon"", ""all_points_x"": [25, 75, 75, 25], ""all_points_y"": [18, 18, 68, 68]}","{""name"": ""hash_11""}"
sample_4.jpg,44719,{},18,0,"{""name"": ""polygon"", ""all_points_x"": [166, 216, 216, 166], ""all_points_y"": [209, 209, 259, 259]}","{""name"": ""hash_0""}"
sample_4.jpg,44719,{},18,1,"{""name"": ""polygon"", ""all_points_x"": [12, 62, 62, 12], ""all_points_y"": [458, 458, 508, 508]}","{""name"": ""hash_1""}"
sample_4.jpg,44719,{},18,2,"{""name"": ""polygon"", ""all_points_x"": [111, 161, 161, 111], ""all_points_y"": [106, 106, 156, 156]}","{""name"": ""hash_2""}"
sample_4.jpg,44719,{},18,3,"{""name"": ""polygon"", ""all_points_x"": [432, 482, 482, 432], ""all_points_y"": [178, 178, 228, 228]}","{""name"": ""hash_5""}"
sample_4.jpg,44719,{},18,4,"{""name"": ""polygon"", ""all_points_x"": [85, 135, 135, 85], ""all_points_y"": [2, 2, 52, 52]}","{""name"": ""hash_6""}"
sample_4.jpg,44719,{},18,5,"{""name"": ""polygon"", ""all_points_x"": [7, 57, 57, 7], ""all_points_y"": [43, 43, 93, 93]}","{""name"": ""hash_7""}"
sample_4.jpg,44719,{},18,6,"{""name"": ""polygon"", ""all_points_x"": [165, 215, 215, 165], ""all_points_y"": [361, 361, 411, 411]}","{""name"": ""hash_10""}"
sample_4.jpg,44719,{},18,7,"{""name"": ""polygon"", ""all_points_x"": [414, 464, 464, 414], ""all_points_y"": [28, 28, 78, 78]}","{""name"": ""hash_13""}"
sample_4.jpg,44719,{},18,8,"{""name"": ""polygon"", ""all_points_x"": [373, 423, 423, 373], ""all_points_y"": [360, 360, 410, 410]}","{""name"": ""hash_14""}"
sample_4.jpg,44719,{},18,9,"{""name"": ""polygon"", ""all_points_x"": [54, 104, 104, 54], ""all_points_y"": [276, 276, 326, 326]}","{""name"": ""hash_17""}"
sample_4.jpg,44719,{},18,10,"{""name"": ""polygon"", ""all_points_x"": [33, 83, 83, 33], ""all_points_y"": [382, 382, 432, 432]}","{""name"": ""hash_1""}"
sample_4.jpg,44719,{},18,11,"{""name"": ""polygon"", ""all_points_x"": [263, 313, 313, 263], ""all_points_y"": [368, 368, 418, 418]}","{""name"": ""hash_2""}"
sample_4.jpg,44719,{},18,12,"{""name"": ""polygon"", ""all_points_x"": [459, 509, 509, 459], ""all_points_y"": [264, 264, 314, 314]}","{""name"": ""hash_7""}"
sample_4.jpg,44719,{},18,13,"{""name"": ""polygon"", ""all_points_x"": [56, 106, 106, 56], ""all_points_y"": [195, 195, 245, 245]}","{""name"": ""hash_10""}"
sample_4.jpg,44719,{},18,14,"{""name"": ""polygon"", ""all_points_x"": [293, 343, 343, 293], ""all_points_y"": [76, 76, 126, 126]}","{""name"": ""hash_11""}"
sample_4.jpg,44719,{},18,15,"{""name"": ""polygon"", ""all_points_x"": [310, 360, 360, 310], ""all_points_y"": [191, 191, 241, 241]}","{""name"": ""hash_5""}"
sample_4.jpg,44719,{},18,16,"{""name"": ""polygon"", ""all_points_x"": [147, 197, 197, 147], ""all_points_y"": [456, 456, 506, 506]}","{""name"": ""hash_10""}"
sample_5.jpg,46430,{},18,0,"{""name"": ""polygon"", ""all_points_x"": [307, 357, 357, 307], ""all_points_y"": [224, 224, 274, 274]}","{""name"": ""hash_0""}"
sample_5.jpg,46430,{},18,1,"{""name"": ""polygon"", ""all_points_x"": [371, 421, 421, 371], ""all_points_y"": [33, 33, 83, 83]}","{""name"": ""hash_1""}"
sample_5.jpg,46430,{},18,2,"{""name"": ""polygon"", ""all_points_x"": [89, 139, 139, 89], ""all_points_y"": [110, 110, 160, 160]}","{""name"": ""hash_2""}"
sample_5.jpg,46430,{},18,3,"{""name"": ""polygon"", ""all_points_x"": [55, 105, 105, 55], ""all_points_y"": [19, 19, 69, 69]}","{""name"": ""hash_5""}"
sample_5.jpg,46430,{},18,4,"{""name"": ""polygon"", ""all_points_x"": [347, 397, 397, 347], ""all_points_y"": [409, 409, 459, 459]}","{""name"": ""hash_7""}"
sample_5.jpg,46430,{},18,5,"{""name"": ""polygon"", ""all_points_x"": [187, 237, 237, 187], ""all_points_y"": [37, 37, 87, 87]}","{""name"": ""hash_8""}"
sample_5.jpg,46430,{},18,6,"{""name"": ""polygon"", ""all_points_x"": [452, 502, 502, 452], ""all_points_y"": [8, 8, 58, 58]}","{""name"": ""hash_10""}"
sample_5.jpg,46430,{},18,7,"{""name"": ""polygon"", ""all_points_x"": [430, 480, 480, 430], ""all_points_y"": [239, 239, 289, 289]}","{""name"": ""hash_11""}"
sample_5.jpg,46430,{},18,8,"{""name"": ""polygon"", ""all_points_x"": [177, 227, 227, 177], ""all_points_y"": [425, 425, 475, 475]}","{""name"": ""hash_13""}"
sample_5.jpg,46430,{},18,9,"{""name"": ""polygon"", ""all_points_x"": [143, 193, 193, 143], ""all_points_y"": [252, 252, 302, 302]}","{""name"": ""hash_14""}"
sample_5.jpg,46430,{},18,10,"{""name"": ""polygon"", ""all_points_x"": [77, 127, 127, 77], ""all_points_y"": [373, 373, 423, 423]}","{""name"": ""hash_1""}"
sample_5.jpg,46430,{},18,11,"{""name"": ""polygon"", ""all_points_x"": [235, 285, 285, 235], ""all_points_y"": [303, 303, 353, 353]}","{""name"": ""hash_4""}"
sample_5.jpg,46430,{},18,12,"{""name"": ""polygon"", ""all_points_x"": [428, 478, 478, 428], ""all_points_y"": [370, 370, 420, 420]}","{""name"": ""hash_8""}"
sample_5.jpg,46430,{},18,13,"{""name"": ""polygon"", ""all_points_x"": [64, 114, 114, 64], ""all_points_y"": [201, 201, 251, 251]}","{""name"": ""hash_9""}"
sample_5.jpg,46430,{},18,14,"{""name"": ""polygon"", ""all_points_x"": [170, 220, 220, 170], ""all_points_y"": [153, 153, 203, 203]}","{""name"": ""hash_13""}"
sample_5.jpg,46430,{},18,15,"{""name"": ""polygon"", ""all_points_x"": [418, 468, 468, 418], ""all_points_y"": [151, 151, 201, 201]}","{""name"": ""hash_15""}"
sample_5.jpg,46430,{},18,16,"{""name"": ""polygon"", ""all_points_x"": [274, 324, 324, 274], ""all_points_y"": [26, 26, 76, 76]}","{""name"": ""hash_16""}"
sample_6.jpg,43018,{},17,0,"{""name"": ""polygon"", ""all_points_x"": [44, 94, 94, 44], ""all_points_y"": [348, 348, 398, 398]}","{""name"": ""hash_0""}"
sample_6.jpg,43018,{},17,1,"{""name"": ""polygon"", ""all_points_x"": [232, 282, 282, 232], ""all_points_y"": [5, 5, 55, 55]}","{""name"": ""hash_1""}"
sample_6.jpg,43018,{},17,2,"{""name"": ""polygon"", ""all_points_x"": [289, 339, 339, 289], ""all_points_y"": [99, 99, 149, 149]}","{""name"": ""hash_2""}"
sample_6.jpg,43018,{},17,3,"{""name"": ""polygon"", ""all_points_x"": [289, 339, 339, 289], ""all_points_y"": [319, 319, 369, 369]}","{""name"": ""hash_4""}"
sample_6.jpg,43018,{},17,4,"{""name"": ""polygon"", ""all_points_x"": [7, 57, 57, 7], ""all_points_y"": [165, 165, 215, 215]}","{""name"": ""hash_8""}"
sample_6.jpg,43018,{},17,5,"{""name"": ""polygon"", ""all_points_x"": [191, 241, 241, 191], ""all_points_y"": [262, 262, 312, 312]}","{""name"": ""hash_9""}"
sample_6.jpg,43018,{},17,6,"{""name"": ""polygon"", ""all_points_x"": [381, 431, 431, 381], ""all_points_y"": [194, 194, 244, 244]}","{""name"": ""hash_11""}"
sample_6.jpg,43018,{},17,7,"{""name"": ""polygon"", ""all_points_x"": [177, 227, 227, 177], ""all_points_y"": [412, 412, 462, 462]}","{""name"": ""hash_15""}"
sample_6.jpg,43018,{},17,8,"{""name"": ""polygon"", ""all_points_x"": [151, 201, 201, 151], ""all_points_y"": [44, 44, 94, 94]}","{""name"": ""hash_17""}"
sample_6.jpg,43018,{},17,9,"{""name"": ""polygon"", ""all_points_x"": [442, 492, 492, 442], ""all_points_y"": [12, 12, 62, 62]}","{""name"": ""hash_2""}"
sample_6.jpg,43018,{},17,10,"{""name"": ""polygon"", ""all_points_x"": [411, 461, 461, 411], ""all_points_y"": [407, 407, 457, 457]}","{""name"": ""hash_13""}"
sample_6.jpg,43018,{},17,11,"{""name"": ""polygon"", ""all_points_x"": [250, 300, 300, 250], ""all_points_y"": [178, 178, 228, 228]}","{""name"": ""hash_19""}"
sample_6.jpg,43018,{},17,12,"{""name"": ""polygon"", ""all_points_x"": [405, 455, 455, 405], ""all_points_y"": [117, 117, 167, 167]}","{""name"": ""hash_3""}"
sample_6.jpg,43018,{},17,13,"{""name"": ""polygon"", ""all_points_x"": [16, 66, 66, 16], ""all_points_y"": [12, 12, 62, 62]}","{""name"": ""hash_7""}"
sample_6.jpg,43018,{},17,14,"{""name"": ""polygon"", ""all_points_x"": [115, 165, 165, 115], ""all_points_y"": [227, 227, 277, 277]}","{""name"": ""hash_11""}"
sample_6.jpg,43018,{},17,15,"{""name"": ""polygon"", ""all_points_x"": [267, 317, 317, 267], ""all_points_y"": [409, 409, 459, 459]}","{""name"": ""hash_15""}"
sample_7.jpg,52285,{},20,0,"{""name"": ""polygon"", ""all_points_x"": [12, 62, 62, 12], ""all_points_y"": [439, 439, 489, 489]}","{""name"": ""hash_0""}"
sample_7.jpg,52285,{},20,1,"{""name"": ""polygon"", ""all_points_x"": [363, 413, 413, 363], ""all_points_y"": [439, 439, 489, 489]}","{""name"": ""hash_1""}"
sample_7.jpg,52285,{},20,2,"{""name"": ""polygon"", ""all_points_x"": [31, 81, 81, 31], ""all_points_y"": [125, 125, 175, 175]}","{""name"": ""hash_2""}"
sample_7.jpg,52285,{},20,3,"{""name"": ""polygon"", ""all_points_x"": [156, 206, 206, 156], ""all_points_y"": [244, 244, 294, 294]}","{""name"": ""hash_3""}"
sample_7.jpg,52285,{},20,4,"{""name"": ""polygon"", ""all_points_x"": [368, 418, 418, 368], ""all_points_y"": [295, 295, 345, 345]}","{""name"": ""hash_4""}"
sample_7.jpg,52285,{},20,5,"{""name"": ""polygon"", ""all_points_x"": [349, 399, 399, 349], ""all_points_y"": [62, 62, 112, 112]}","{""name"": ""hash_5""}"
sample_7.jpg,52285,{},20,6,"{""name"": ""polygon"", ""all_points_x"": [263, 313, 313, 263], ""all_points_y"": [191, 191, 241, 241]}","{""name"": ""hash_7""}"
sample_7.jpg,52285,{},20,7,"{""name"": ""polygon"", ""all_points_x"": [441, 491, 491, 441], ""all_points_y"": [23, 23, 73, 73]}","{""name"": ""hash_9""}"
sample_7.jpg,52285,{},20,8,"{""name"": ""polygon"", ""all_points_x"": [95, 145, 145, 95], ""all_points_y"": [430, 430, 480, 480]}","{""name"": ""hash_13""}"
sample_7.jpg,52285,{},20,9,"{""name"": ""polygon"", ""all_points_x"": [125, 175, 175, 125], ""all_points_y"": [21, 21, 71, 71]}","{""name"": ""hash_14""}"
sample_7.jpg,52285,{},20,10,"{""name"": ""polygon"", ""all_points_x"": [77, 127, 127, 77], ""all_points_y"": [245, 245, 295, 295]}","{""name"": ""hash_15""}"
sample_7.jpg,52285,{},20,11,"{""name"": ""polygon"", ""all_points_x"": [432, 482, 482, 432], ""all_points_y"": [108, 108, 158, 158]}","{""name"": ""hash_3""}"
sample_7.jpg,52285,{},20,12,"{""name"": ""polygon"", ""all_points_x"": [224, 274, 274, 224], ""all_points_y"": [4, 4, 54, 54]}","{""name"": ""hash_8""}"
sample_7.jpg,52285,{},20,13,"{""name"": ""polygon"", ""all_points_x"": [460, 510, 510, 460], ""all_points_y"": [190, 190, 240, 240]}","{""name"": ""hash_9""}"
sample_7.jpg,52285,{},20,14,"{""name"": ""polygon"", ""all_points_x"": [174, 224, 224, 174], ""all_points_y"": [368, 368, 418, 418]}","{""name"": ""hash_17""}"
sample_7.jpg,52285,{},20,15,"{""name"": ""polygon"", ""all_points_x"": [221, 271, 271, 221], ""all_points_y"": [103, 103, 153, 153]}","{""name"": ""hash_4""}"
sample_7.jpg,52285,{},20,16,"{""name"": ""polygon"", ""all_points_x"": [264, 314, 314, 264], ""all_points_y"": [388, 388, 438, 438]}","{""name"": ""hash_6""}"
sample_7.jpg,52285,{},20,17,"{""name"": ""polygon"", ""all_points_x"": [462, 512, 512, 462], ""all_points_y"": [459, 459, 509, 509]}","{""name"": ""hash_7""}"
sample_7.jpg,52285,{},20,18,"{""name"": ""polygon"", ""all_points_x"": [108, 158, 158, 108], ""all_points_y"": [131, 131, 181, 181]}","{""name"": ""hash_14""}"
sample_8.jpg,45828,{},18,0,"{""name"": ""polygon"", ""all_points_x"": [29, 79, 79, 29], ""all_points_y"": [134, 134, 184, 184]}","{""name"": ""hash_0""}"
sample_8.jpg,45828,{},18,1,"{""name"": ""polygon"", ""all_points_x"": [215, 265, 265, 215], ""all_points_y"": [339, 339, 389, 389]}","{""name"": ""hash_1""}"
sample_8.jpg,45828,{},18,2,"{""name"": ""polygon"", ""all_points_x"": [272, 322, 322, 272], ""all_points_y"": [417, 417, 467, 467]}","{""name"": ""hash_2""}"
sample_8.jpg,45828,{},18,3,"{""name"": ""polygon"", ""all_points_x"": [426, 476, 476, 426], ""all_points_y"": [84, 84, 134, 134]}","{""name"": ""hash_5""}"
sample_8.jpg,45828,{},18,4,"{""name"": ""polygon"", ""all_points_x"": [375, 425, 425, 375], ""all_points_y"": [355, 355, 405, 405]}","{""name"": ""hash_8""}"
sample_8.jpg,45828,{},18,5,"{""name"": ""polygon"", ""all_points_x"": [324, 374, 374, 324], ""all_points_y"": [222, 222, 272, 272]}","{""name"": ""hash_10""}"
sample_8.jpg,45828,{},18,6,"{""name"": ""polygon"", ""all_points_x"": [143, 193, 193, 143], ""all_points_y"": [239, 239, 289, 289]}","{""name"": ""hash_11""}"
sample_8.jpg,45828,{},18,7,"{""name"": ""polygon"", ""all_points_x"": [417, 467, 467, 417], ""all_points_y"": [196, 196, 246, 246]}","{""name"": ""hash_16""}"
sample_8.jpg,45828,{},18,8,"{""name"": ""polygon"", ""all_points_x"": [235, 285, 285, 235], ""all_points_y"": [125, 125, 175, 175]}","{""name"": ""hash_17""}"
sample_8.jpg,45828,{},18,9,"{""name"": ""polygon"", ""all_points_x"": [120, 170, 170, 120], ""all_points_y"": [408, 408, 458, 458]}","{""name"": ""hash_19""}"
sample_8.jpg,45828,{},18,10,"{""name"": ""polygon"", ""all_points_x"": [326, 376, 376, 326], ""all_points_y"": [117, 117, 167, 167]}","{""name"": ""hash_5""}"
sample_8.jpg,45828,{},18,11,"{""name"": ""polygon"", ""all_points_x"": [77, 127, 127, 77], ""all_points_y"": [12, 12, 62, 62]}","{""name"": ""hash_1""}"
sample_8.jpg,45828,{},18,12,"{""name"": ""polygon"", ""all_points_x"": [319, 369, 369, 319], ""all_points_y"": [32, 32, 82, 82]}","{""name"": ""hash_5""}"
sample_8.jpg,45828,{},18,13,"{""name"": ""polygon"", ""all_points_x"": [165, 215, 215, 165], ""all_points_y"": [48, 48, 98, 98]}","{""name"": ""hash_6""}"
sample_8.jpg,45828,{},18,14,"{""name"": ""polygon"", ""all_points_x"": [361, 411, 411, 361], ""all_points_y"": [434, 434, 484, 484]}","{""name"": ""hash_14""}"
